Machine,Product,Period,Demand,Cost,Holding,Setup,s0
2,33,33,6,5,0.13,17,0.0
2,33,34,6,5,0.13,17,0.0
2,33,35,6,5,0.13,17,0.0
2,33,36,6,5,0.13,17,0.0
2,33,37,6,5,0.13,17,0.0
2,33,38,6,5,0.13,17,0.0
2,33,39,6,5,0.13,17,0.0
2,33,40,6,5,0.13,17,0.0
2,33,41,6,5,0.13,17,0.0
2,33,42,6,5,0.13,17,0.0
2,33,43,6,5,0.13,17,0.0
2,33,44,6,5,0.13,17,0.0
2,33,45,6,5,0.13,17,0.0
2,33,46,6,5,0.13,17,0.0
2,33,47,6,5,0.13,17,0.0
2,33,48,6,5,0.13,17,0.0
2,33,49,6,5,0.13,17,0.0
2,33,50,6,5,0.13,17,0.0
2,33,51,6,5,0.13,17,0.0
2,33,52,6,5,0.13,17,0.0
2,33,53,6,5,0.13,17,0.0
2,33,54,6,5,0.13,17,0.0
2,33,55,6,5,0.13,17,0.0
2,33,56,6,5,0.13,17,0.0
2,33,57,6,5,0.13,17,0.0
2,33,58,6,5,0.13,17,0.0
2,33,59,6,5,0.13,17,0.0
2,33,60,6,5,0.13,17,0.0
2,33,61,6,5,0.13,17,0.0
2,33,62,6,5,0.13,17,0.0
2,33,63,6,5,0.13,17,0.0
2,33,64,6,5,0.13,17,0.0
2,33,65,6,5,0.13,17,0.0
2,33,66,6,5,0.13,17,0.0
2,33,67,6,5,0.13,17,0.0
2,33,68,6,5,0.13,17,0.0
2,33,69,6,5,0.13,17,0.0
2,33,70,6,5,0.13,17,0.0
2,33,71,6,5,0.13,17,0.0
2,33,72,6,5,0.13,17,0.0
2,33,73,6,5,0.13,17,0.0
2,33,74,6,5,0.13,17,0.0
2,33,75,6,5,0.13,17,0.0
2,33,76,6,5,0.13,17,0.0
2,33,77,6,5,0.13,17,0.0
2,33,78,6,5,0.13,17,0.0
2,33,79,6,5,0.13,17,0.0
2,33,80,6,5,0.13,17,0.0
2,33,81,6,5,0.13,17,0.0
2,33,82,6,5,0.13,17,0.0
2,33,83,6,5,0.13,17,0.0
2,33,84,6,5,0.13,17,0.0
2,33,85,6,5,0.13,17,0.0
2,33,86,6,5,0.13,17,0.0
2,33,87,6,5,0.13,17,0.0
2,33,88,6,5,0.13,17,0.0
2,33,89,6,5,0.13,17,0.0
2,33,90,6,5,0.13,17,0.0
2,33,91,6,5,0.13,17,0.0
2,33,92,6,5,0.13,17,0.0
2,33,93,6,5,0.13,17,0.0
2,33,94,6,5,0.13,17,0.0
2,33,95,6,5,0.13,17,0.0
2,33,96,6,5,0.13,17,0.0
2,33,97,6,5,0.13,17,0.0
2,33,98,6,5,0.13,17,0.0
2,33,99,6,5,0.13,17,0.0
2,33,100,6,5,0.13,17,0.0
2,34,1,8,3,0.2,12,11.9
2,34,2,8,3,0.2,12,0.0
2,34,3,8,3,0.2,12,0.0
2,34,4,8,3,0.2,12,0.0
2,34,5,8,3,0.2,12,0.0
2,34,6,8,3,0.2,12,0.0
2,34,7,8,3,0.2,12,0.0
2,34,8,8,3,0.2,12,0.0
2,34,9,8,3,0.2,12,0.0
2,34,10,8,3,0.2,12,0.0
2,34,11,8,3,0.2,12,0.0
2,34,12,8,3,0.2,12,0.0
2,34,13,8,3,0.2,12,0.0
2,34,14,8,3,0.2,12,0.0
2,34,15,8,3,0.2,12,0.0
2,34,16,8,3,0.2,12,0.0
2,34,17,8,3,0.2,12,0.0
2,34,18,8,3,0.2,12,0.0
2,34,19,8,3,0.2,12,0.0
2,34,20,8,3,0.2,12,0.0
2,34,21,8,3,0.2,12,0.0
2,34,22,8,3,0.2,12,0.0
2,34,23,8,3,0.2,12,0.0
2,34,24,8,3,0.2,12,0.0
2,34,25,8,3,0.2,12,0.0
2,34,26,8,3,0.2,12,0.0
2,34,27,8,3,0.2,12,0.0
2,34,28,8,3,0.2,12,0.0
2,34,29,8,3,0.2,12,0.0
2,34,30,8,3,0.2,12,0.0
2,34,31,8,3,0.2,12,0.0
2,34,32,8,3,0.2,12,0.0
2,34,33,8,3,0.2,12,0.0
2,34,34,8,3,0.2,12,0.0
2,34,35,8,3,0.2,12,0.0
2,34,36,8,3,0.2,12,0.0
2,34,37,8,3,0.2,12,0.0
2,34,38,8,3,0.2,12,0.0
2,34,39,8,3,0.2,12,0.0
2,34,40,8,3,0.2,12,0.0
2,34,41,8,3,0.2,12,0.0
2,34,42,8,3,0.2,12,0.0
2,34,43,8,3,0.2,12,0.0
2,34,44,8,3,0.2,12,0.0
2,34,45,8,3,0.2,12,0.0
2,34,46,8,3,0.2,12,0.0
2,34,47,8,3,0.2,12,0.0
2,34,48,8,3,0.2,12,0.0
2,34,49,8,3,0.2,12,0.0
2,34,50,8,3,0.2,12,0.0
2,34,51,8,3,0.2,12,0.0
2,34,52,8,3,0.2,12,0.0
2,34,53,8,3,0.2,12,0.0
2,34,54,8,3,0.2,12,0.0
2,34,55,8,3,0.2,12,0.0
2,34,56,8,3,0.2,12,0.0
2,34,57,8,3,0.2,12,0.0
2,34,58,8,3,0.2,12,0.0
2,34,59,8,3,0.2,12,0.0
2,34,60,8,3,0.2,12,0.0
2,34,61,8,3,0.2,12,0.0
2,34,62,8,3,0.2,12,0.0
2,34,63,8,3,0.2,12,0.0
2,34,64,8,3,0.2,12,0.0
2,34,65,8,3,0.2,12,0.0
2,34,66,8,3,0.2,12,0.0
2,34,67,8,3,0.2,12,0.0
2,34,68,8,3,0.2,12,0.0
2,34,69,8,3,0.2,12,0.0
2,34,70,8,3,0.2,12,0.0
2,34,71,8,3,0.2,12,0.0
2,34,72,8,3,0.2,12,0.0
2,34,73,8,3,0.2,12,0.0
2,34,74,8,3,0.2,12,0.0
2,34,75,8,3,0.2,12,0.0
2,34,76,8,3,0.2,12,0.0
2,34,77,8,3,0.2,12,0.0
2,34,78,8,3,0.2,12,0.0
2,34,79,8,3,0.2,12,0.0
2,34,80,8,3,0.2,12,0.0
2,34,81,8,3,0.2,12,0.0
2,34,82,8,3,0.2,12,0.0
2,34,83,8,3,0.2,12,0.0
2,34,84,8,3,0.2,12,0.0
2,34,85,8,3,0.2,12,0.0
2,34,86,8,3,0.2,12,0.0
2,34,87,8,3,0.2,12,0.0
2,34,88,8,3,0.2,12,0.0
2,34,89,8,3,0.2,12,0.0
2,34,90,8,3,0.2,12,0.0
2,34,91,8,3,0.2,12,0.0
2,34,92,8,3,0.2,12,0.0
2,34,93,8,3,0.2,12,0.0
2,34,94,8,3,0.2,12,0.0
2,34,95,8,3,0.2,12,0.0
2,34,96,8,3,0.2,12,0.0
2,34,97,8,3,0.2,12,0.0
2,34,98,8,3,0.2,12,0.0
2,34,99,8,3,0.2,12,0.0
2,34,100,8,3,0.2,12,0.0
2,35,1,2,2,0.12,11,6.6
2,35,2,2,2,0.12,11,0.0
2,35,3,2,2,0.12,11,0.0
2,35,4,2,2,0.12,11,0.0
2,35,5,2,2,0.12,11,0.0
2,35,6,2,2,0.12,11,0.0
2,35,7,2,2,0.12,11,0.0
2,35,8,2,2,0.12,11,0.0
2,35,9,2,2,0.12,11,0.0
2,35,10,2,2,0.12,11,0.0
2,35,11,2,2,0.12,11,0.0
2,35,12,2,2,0.12,11,0.0
2,35,13,2,2,0.12,11,0.0
2,35,14,2,2,0.12,11,0.0
2,35,15,2,2,0.12,11,0.0
2,35,16,2,2,0.12,11,0.0
2,35,17,2,2,0.12,11,0.0
2,35,18,2,2,0.12,11,0.0
2,35,19,2,2,0.12,11,0.0
2,35,20,2,2,0.12,11,0.0
2,35,21,2,2,0.12,11,0.0
2,35,22,2,2,0.12,11,0.0
2,35,23,2,2,0.12,11,0.0
2,35,24,2,2,0.12,11,0.0
2,35,25,2,2,0.12,11,0.0
2,35,26,2,2,0.12,11,0.0
2,35,27,2,2,0.12,11,0.0
2,35,28,2,2,0.12,11,0.0
2,35,29,2,2,0.12,11,0.0
2,35,30,2,2,0.12,11,0.0
2,35,31,2,2,0.12,11,0.0
2,35,32,2,2,0.12,11,0.0
2,35,33,2,2,0.12,11,0.0
2,35,34,2,2,0.12,11,0.0
2,35,35,2,2,0.12,11,0.0
2,35,36,2,2,0.12,11,0.0
2,35,37,2,2,0.12,11,0.0
2,35,38,2,2,0.12,11,0.0
2,35,39,2,2,0.12,11,0.0
2,35,40,2,2,0.12,11,0.0
2,35,41,2,2,0.12,11,0.0
2,35,42,2,2,0.12,11,0.0
2,35,43,2,2,0.12,11,0.0
2,35,44,2,2,0.12,11,0.0
2,35,45,2,2,0.12,11,0.0
2,35,46,2,2,0.12,11,0.0
2,35,47,2,2,0.12,11,0.0
2,35,48,2,2,0.12,11,0.0
2,35,49,2,2,0.12,11,0.0
2,35,50,2,2,0.12,11,0.0
2,35,51,2,2,0.12,11,0.0
2,35,52,2,2,0.12,11,0.0
2,35,53,2,2,0.12,11,0.0
2,35,54,2,2,0.12,11,0.0
2,35,55,2,2,0.12,11,0.0
2,35,56,2,2,0.12,11,0.0
2,35,57,2,2,0.12,11,0.0
2,35,58,2,2,0.12,11,0.0
2,35,59,2,2,0.12,11,0.0
2,35,60,2,2,0.12,11,0.0
2,35,61,2,2,0.12,11,0.0
2,35,62,2,2,0.12,11,0.0
2,35,63,2,2,0.12,11,0.0
2,35,64,2,2,0.12,11,0.0
2,35,65,2,2,0.12,11,0.0
2,35,66,2,2,0.12,11,0.0
2,35,67,2,2,0.12,11,0.0
2,35,68,2,2,0.12,11,0.0
2,35,69,2,2,0.12,11,0.0
2,35,70,2,2,0.12,11,0.0
2,35,71,2,2,0.12,11,0.0
2,35,72,2,2,0.12,11,0.0
2,35,73,2,2,0.12,11,0.0
2,35,74,2,2,0.12,11,0.0
2,35,75,2,2,0.12,11,0.0
2,35,76,2,2,0.12,11,0.0
2,35,77,2,2,0.12,11,0.0
2,35,78,2,2,0.12,11,0.0
2,35,79,2,2,0.12,11,0.0
2,35,80,2,2,0.12,11,0.0
2,35,81,2,2,0.12,11,0.0
2,35,82,2,2,0.12,11,0.0
2,35,83,2,2,0.12,11,0.0
2,35,84,2,2,0.12,11,0.0
2,35,85,2,2,0.12,11,0.0
2,35,86,2,2,0.12,11,0.0
2,35,87,2,2,0.12,11,0.0
2,35,88,2,2,0.12,11,0.0
2,35,89,2,2,0.12,11,0.0
2,35,90,2,2,0.12,11,0.0
2,35,91,2,2,0.12,11,0.0
2,35,92,2,2,0.12,11,0.0
2,35,93,2,2,0.12,11,0.0
2,35,94,2,2,0.12,11,0.0
2,35,95,2,2,0.12,11,0.0
2,35,96,2,2,0.12,11,0.0
2,35,97,2,2,0.12,11,0.0
2,35,98,2,2,0.12,11,0.0
2,35,99,2,2,0.12,11,0.0
2,35,100,2,2,0.12,11,0.0
2,36,1,7,2,0.57,16,12.9
2,36,2,7,2,0.57,16,0.0
2,36,3,7,2,0.57,16,0.0
2,36,4,7,2,0.57,16,0.0
2,36,5,7,2,0.57,16,0.0
2,36,6,7,2,0.57,16,0.0
2,36,7,7,2,0.57,16,0.0
2,36,8,7,2,0.57,16,0.0
2,36,9,7,2,0.57,16,0.0
2,36,10,7,2,0.57,16,0.0
2,36,11,7,2,0.57,16,0.0
2,36,12,7,2,0.57,16,0.0
2,36,13,7,2,0.57,16,0.0
2,36,14,7,2,0.57,16,0.0
2,36,15,7,2,0.57,16,0.0
2,36,16,7,2,0.57,16,0.0
2,36,17,7,2,0.57,16,0.0
2,36,18,7,2,0.57,16,0.0
2,36,19,7,2,0.57,16,0.0
2,36,20,7,2,0.57,16,0.0
2,36,21,7,2,0.57,16,0.0
2,36,22,7,2,0.57,16,0.0
2,36,23,7,2,0.57,16,0.0
2,36,24,7,2,0.57,16,0.0
2,36,25,7,2,0.57,16,0.0
2,36,26,7,2,0.57,16,0.0
2,36,27,7,2,0.57,16,0.0
2,36,28,7,2,0.57,16,0.0
2,36,29,7,2,0.57,16,0.0
2,36,30,7,2,0.57,16,0.0
2,36,31,7,2,0.57,16,0.0
2,36,32,7,2,0.57,16,0.0
2,36,33,7,2,0.57,16,0.0
2,36,34,7,2,0.57,16,0.0
2,36,35,7,2,0.57,16,0.0
2,36,36,7,2,0.57,16,0.0
2,36,37,7,2,0.57,16,0.0
2,36,38,7,2,0.57,16,0.0
2,36,39,7,2,0.57,16,0.0
2,36,40,7,2,0.57,16,0.0
2,36,41,7,2,0.57,16,0.0
2,36,42,7,2,0.57,16,0.0
2,36,43,7,2,0.57,16,0.0
2,36,44,7,2,0.57,16,0.0
2,36,45,7,2,0.57,16,0.0
2,36,46,7,2,0.57,16,0.0
2,36,47,7,2,0.57,16,0.0
2,36,48,7,2,0.57,16,0.0
2,36,49,7,2,0.57,16,0.0
2,36,50,7,2,0.57,16,0.0
2,36,51,7,2,0.57,16,0.0
2,36,52,7,2,0.57,16,0.0
2,36,53,7,2,0.57,16,0.0
2,36,54,7,2,0.57,16,0.0
2,36,55,7,2,0.57,16,0.0
2,36,56,7,2,0.57,16,0.0
2,36,57,7,2,0.57,16,0.0
2,36,58,7,2,0.57,16,0.0
2,36,59,7,2,0.57,16,0.0
2,36,60,7,2,0.57,16,0.0
2,36,61,7,2,0.57,16,0.0
2,36,62,7,2,0.57,16,0.0
2,36,63,7,2,0.57,16,0.0
2,36,64,7,2,0.57,16,0.0
2,36,65,7,2,0.57,16,0.0
2,36,66,7,2,0.57,16,0.0
2,36,67,7,2,0.57,16,0.0
2,36,68,7,2,0.57,16,0.0
2,36,69,7,2,0.57,16,0.0
2,36,70,7,2,0.57,16,0.0
2,36,71,7,2,0.57,16,0.0
2,36,72,7,2,0.57,16,0.0
2,36,73,7,2,0.57,16,0.0
2,36,74,7,2,0.57,16,0.0
2,36,75,7,2,0.57,16,0.0
2,36,76,7,2,0.57,16,0.0
2,36,77,7,2,0.57,16,0.0
2,36,78,7,2,0.57,16,0.0
2,36,79,7,2,0.57,16,0.0
2,36,80,7,2,0.57,16,0.0
2,36,81,7,2,0.57,16,0.0
2,36,82,7,2,0.57,16,0.0
2,36,83,7,2,0.57,16,0.0
2,36,84,7,2,0.57,16,0.0
2,36,85,7,2,0.57,16,0.0
2,36,86,7,2,0.57,16,0.0
2,36,87,7,2,0.57,16,0.0
2,36,88,7,2,0.57,16,0.0
2,36,89,7,2,0.57,16,0.0
2,36,90,7,2,0.57,16,0.0
2,36,91,7,2,0.57,16,0.0
2,36,92,7,2,0.57,16,0.0
2,36,93,7,2,0.57,16,0.0
2,36,94,7,2,0.57,16,0.0
2,36,95,7,2,0.57,16,0.0
2,36,96,7,2,0.57,16,0.0
2,36,97,7,2,0.57,16,0.0
2,36,98,7,2,0.57,16,0.0
2,36,99,7,2,0.57,16,0.0
2,36,100,7,2,0.57,16,0.0
2,37,1,4,3,0.68,15,9.4
2,37,2,4,3,0.68,15,0.0
2,37,3,4,3,0.68,15,0.0
2,37,4,4,3,0.68,15,0.0
2,37,5,4,3,0.68,15,0.0
2,37,6,4,3,0.68,15,0.0
2,37,7,4,3,0.68,15,0.0
2,37,8,4,3,0.68,15,0.0
2,37,9,4,3,0.68,15,0.0
2,37,10,4,3,0.68,15,0.0
2,37,11,4,3,0.68,15,0.0
2,37,12,4,3,0.68,15,0.0
2,37,13,4,3,0.68,15,0.0
2,37,14,4,3,0.68,15,0.0
2,37,15,4,3,0.68,15,0.0
2,37,16,4,3,0.68,15,0.0
2,37,17,4,3,0.68,15,0.0
2,37,18,4,3,0.68,15,0.0
2,37,19,4,3,0.68,15,0.0
2,37,20,4,3,0.68,15,0.0
2,37,21,4,3,0.68,15,0.0
2,37,22,4,3,0.68,15,0.0
2,37,23,4,3,0.68,15,0.0
2,37,24,4,3,0.68,15,0.0
2,37,25,4,3,0.68,15,0.0
2,37,26,4,3,0.68,15,0.0
2,37,27,4,3,0.68,15,0.0
2,37,28,4,3,0.68,15,0.0
2,37,29,4,3,0.68,15,0.0
2,37,30,4,3,0.68,15,0.0
2,37,31,4,3,0.68,15,0.0
2,37,32,4,3,0.68,15,0.0
2,37,33,4,3,0.68,15,0.0
2,37,34,4,3,0.68,15,0.0
2,37,35,4,3,0.68,15,0.0
2,37,36,4,3,0.68,15,0.0
2,37,37,4,3,0.68,15,0.0
2,37,38,4,3,0.68,15,0.0
2,37,39,4,3,0.68,15,0.0
2,37,40,4,3,0.68,15,0.0
2,37,41,4,3,0.68,15,0.0
2,37,42,4,3,0.68,15,0.0
2,37,43,4,3,0.68,15,0.0
2,37,44,4,3,0.68,15,0.0
2,37,45,4,3,0.68,15,0.0
2,37,46,4,3,0.68,15,0.0
2,37,47,4,3,0.68,15,0.0
2,37,48,4,3,0.68,15,0.0
2,37,49,4,3,0.68,15,0.0
2,37,50,4,3,0.68,15,0.0
2,37,51,4,3,0.68,15,0.0
2,37,52,4,3,0.68,15,0.0
2,37,53,4,3,0.68,15,0.0
2,37,54,4,3,0.68,15,0.0
2,37,55,4,3,0.68,15,0.0
2,37,56,4,3,0.68,15,0.0
2,37,57,4,3,0.68,15,0.0
2,37,58,4,3,0.68,15,0.0
2,37,59,4,3,0.68,15,0.0
2,37,60,4,3,0.68,15,0.0
2,37,61,4,3,0.68,15,0.0
2,37,62,4,3,0.68,15,0.0
2,37,63,4,3,0.68,15,0.0
2,37,64,4,3,0.68,15,0.0
2,37,65,4,3,0.68,15,0.0
2,37,66,4,3,0.68,15,0.0
2,37,67,4,3,0.68,15,0.0
2,37,68,4,3,0.68,15,0.0
2,37,69,4,3,0.68,15,0.0
2,37,70,4,3,0.68,15,0.0
2,37,71,4,3,0.68,15,0.0
2,37,72,4,3,0.68,15,0.0
2,37,73,4,3,0.68,15,0.0
2,37,74,4,3,0.68,15,0.0
2,37,75,4,3,0.68,15,0.0
2,37,76,4,3,0.68,15,0.0
2,37,77,4,3,0.68,15,0.0
2,37,78,4,3,0.68,15,0.0
2,37,79,4,3,0.68,15,0.0
2,37,80,4,3,0.68,15,0.0
2,37,81,4,3,0.68,15,0.0
2,37,82,4,3,0.68,15,0.0
2,37,83,4,3,0.68,15,0.0
2,37,84,4,3,0.68,15,0.0
2,37,85,4,3,0.68,15,0.0
2,37,86,4,3,0.68,15,0.0
2,37,87,4,3,0.68,15,0.0
2,37,88,4,3,0.68,15,0.0
2,37,89,4,3,0.68,15,0.0
2,37,90,4,3,0.68,15,0.0
2,37,91,4,3,0.68,15,0.0
2,37,92,4,3,0.68,15,0.0
2,37,93,4,3,0.68,15,0.0
2,37,94,4,3,0.68,15,0.0
2,37,95,4,3,0.68,15,0.0
2,37,96,4,3,0.68,15,0.0
2,37,97,4,3,0.68,15,0.0
2,37,98,4,3,0.68,15,0.0
2,37,99,4,3,0.68,15,0.0
2,37,100,4,3,0.68,15,0.0
2,38,1,9,2,0.23,11,7.3
2,38,2,9,2,0.23,11,0.0
2,38,3,9,2,0.23,11,0.0
2,38,4,9,2,0.23,11,0.0
2,38,5,9,2,0.23,11,0.0
2,38,6,9,2,0.23,11,0.0
2,38,7,9,2,0.23,11,0.0
2,38,8,9,2,0.23,11,0.0
2,38,9,9,2,0.23,11,0.0
2,38,10,9,2,0.23,11,0.0
2,38,11,9,2,0.23,11,0.0
2,38,12,9,2,0.23,11,0.0
2,38,13,9,2,0.23,11,0.0
2,38,14,9,2,0.23,11,0.0
2,38,15,9,2,0.23,11,0.0
2,38,16,9,2,0.23,11,0.0
2,38,17,9,2,0.23,11,0.0
2,38,18,9,2,0.23,11,0.0
2,38,19,9,2,0.23,11,0.0
2,38,20,9,2,0.23,11,0.0
2,38,21,9,2,0.23,11,0.0
2,38,22,9,2,0.23,11,0.0
2,38,23,9,2,0.23,11,0.0
2,38,24,9,2,0.23,11,0.0
2,38,25,9,2,0.23,11,0.0
2,38,26,9,2,0.23,11,0.0
2,38,27,9,2,0.23,11,0.0
2,38,28,9,2,0.23,11,0.0
2,38,29,9,2,0.23,11,0.0
2,38,30,9,2,0.23,11,0.0
2,38,31,9,2,0.23,11,0.0
2,38,32,9,2,0.23,11,0.0
2,38,33,9,2,0.23,11,0.0
2,38,34,9,2,0.23,11,0.0
2,38,35,9,2,0.23,11,0.0
2,38,36,9,2,0.23,11,0.0
2,38,37,9,2,0.23,11,0.0
2,38,38,9,2,0.23,11,0.0
2,38,39,9,2,0.23,11,0.0
2,38,40,9,2,0.23,11,0.0
2,38,41,9,2,0.23,11,0.0
2,38,42,9,2,0.23,11,0.0
2,38,43,9,2,0.23,11,0.0
2,38,44,9,2,0.23,11,0.0
2,38,45,9,2,0.23,11,0.0
2,38,46,9,2,0.23,11,0.0
2,38,47,9,2,0.23,11,0.0
2,38,48,9,2,0.23,11,0.0
2,38,49,9,2,0.23,11,0.0
2,38,50,9,2,0.23,11,0.0
2,38,51,9,2,0.23,11,0.0
2,38,52,9,2,0.23,11,0.0
2,38,53,9,2,0.23,11,0.0
2,38,54,9,2,0.23,11,0.0
2,38,55,9,2,0.23,11,0.0
2,38,56,9,2,0.23,11,0.0
2,38,57,9,2,0.23,11,0.0
2,38,58,9,2,0.23,11,0.0
2,38,59,9,2,0.23,11,0.0
2,38,60,9,2,0.23,11,0.0
2,38,61,9,2,0.23,11,0.0
2,38,62,9,2,0.23,11,0.0
2,38,63,9,2,0.23,11,0.0
2,38,64,9,2,0.23,11,0.0
2,38,65,9,2,0.23,11,0.0
2,38,66,9,2,0.23,11,0.0
2,38,67,9,2,0.23,11,0.0
2,38,68,9,2,0.23,11,0.0
2,38,69,9,2,0.23,11,0.0
2,38,70,9,2,0.23,11,0.0
2,38,71,9,2,0.23,11,0.0
2,38,72,9,2,0.23,11,0.0
2,38,73,9,2,0.23,11,0.0
2,38,74,9,2,0.23,11,0.0
2,38,75,9,2,0.23,11,0.0
2,38,76,9,2,0.23,11,0.0
2,38,77,9,2,0.23,11,0.0
2,38,78,9,2,0.23,11,0.0
2,38,79,9,2,0.23,11,0.0
2,38,80,9,2,0.23,11,0.0
2,38,81,9,2,0.23,11,0.0
2,38,82,9,2,0.23,11,0.0
2,38,83,9,2,0.23,11,0.0
2,38,84,9,2,0.23,11,0.0
2,38,85,9,2,0.23,11,0.0
2,38,86,9,2,0.23,11,0.0
2,38,87,9,2,0.23,11,0.0
2,38,88,9,2,0.23,11,0.0
2,38,89,9,2,0.23,11,0.0
2,38,90,9,2,0.23,11,0.0
2,38,91,9,2,0.23,11,0.0
2,38,92,9,2,0.23,11,0.0
2,38,93,9,2,0.23,11,0.0
2,38,94,9,2,0.23,11,0.0
2,38,95,9,2,0.23,11,0.0
2,38,96,9,2,0.23,11,0.0
2,38,97,9,2,0.23,11,0.0
2,38,98,9,2,0.23,11,0.0
2,38,99,9,2,0.23,11,0.0
2,38,100,9,2,0.23,11,0.0
2,39,1,3,1,0.7,19,0.7
2,39,2,3,1,0.7,19,0.0
2,39,3,3,1,0.7,19,0.0
2,39,4,3,1,0.7,19,0.0
2,39,5,3,1,0.7,19,0.0
2,39,6,3,1,0.7,19,0.0
2,39,7,3,1,0.7,19,0.0
2,39,8,3,1,0.7,19,0.0
2,39,9,3,1,0.7,19,0.0
2,39,10,3,1,0.7,19,0.0
2,39,11,3,1,0.7,19,0.0
2,39,12,3,1,0.7,19,0.0
2,39,13,3,1,0.7,19,0.0
2,39,14,3,1,0.7,19,0.0
2,39,15,3,1,0.7,19,0.0
2,39,16,3,1,0.7,19,0.0
2,39,17,3,1,0.7,19,0.0
2,39,18,3,1,0.7,19,0.0
2,39,19,3,1,0.7,19,0.0
2,39,20,3,1,0.7,19,0.0
2,39,21,3,1,0.7,19,0.0
2,39,22,3,1,0.7,19,0.0
2,39,23,3,1,0.7,19,0.0
2,39,24,3,1,0.7,19,0.0
2,39,25,3,1,0.7,19,0.0
2,39,26,3,1,0.7,19,0.0
2,39,27,3,1,0.7,19,0.0
2,39,28,3,1,0.7,19,0.0
2,39,29,3,1,0.7,19,0.0
2,39,30,3,1,0.7,19,0.0
2,39,31,3,1,0.7,19,0.0
2,39,32,3,1,0.7,19,0.0
2,39,33,3,1,0.7,19,0.0
2,39,34,3,1,0.7,19,0.0
2,39,35,3,1,0.7,19,0.0
2,39,36,3,1,0.7,19,0.0
2,39,37,3,1,0.7,19,0.0
2,39,38,3,1,0.7,19,0.0
2,39,39,3,1,0.7,19,0.0
2,39,40,3,1,0.7,19,0.0
2,39,41,3,1,0.7,19,0.0
2,39,42,3,1,0.7,19,0.0
2,39,43,3,1,0.7,19,0.0
2,39,44,3,1,0.7,19,0.0
2,39,45,3,1,0.7,19,0.0
2,39,46,3,1,0.7,19,0.0
2,39,47,3,1,0.7,19,0.0
2,39,48,3,1,0.7,19,0.0
2,39,49,3,1,0.7,19,0.0
2,39,50,3,1,0.7,19,0.0
2,39,51,3,1,0.7,19,0.0
2,39,52,3,1,0.7,19,0.0
2,39,53,3,1,0.7,19,0.0
2,39,54,3,1,0.7,19,0.0
2,39,55,3,1,0.7,19,0.0
2,39,56,3,1,0.7,19,0.0
2,39,57,3,1,0.7,19,0.0
2,39,58,3,1,0.7,19,0.0
2,39,59,3,1,0.7,19,0.0
2,39,60,3,1,0.7,19,0.0
2,39,61,3,1,0.7,19,0.0
2,39,62,3,1,0.7,19,0.0
2,39,63,3,1,0.7,19,0.0
2,39,64,3,1,0.7,19,0.0
2,39,65,3,1,0.7,19,0.0
2,39,66,3,1,0.7,19,0.0
2,39,67,3,1,0.7,19,0.0
2,39,68,3,1,0.7,19,0.0
2,39,69,3,1,0.7,19,0.0
2,39,70,3,1,0.7,19,0.0
2,39,71,3,1,0.7,19,0.0
2,39,72,3,1,0.7,19,0.0
2,39,73,3,1,0.7,19,0.0
2,39,74,3,1,0.7,19,0.0
2,39,75,3,1,0.7,19,0.0
2,39,76,3,1,0.7,19,0.0
2,39,77,3,1,0.7,19,0.0
2,39,78,3,1,0.7,19,0.0
2,39,79,3,1,0.7,19,0.0
2,39,80,3,1,0.7,19,0.0
2,39,81,3,1,0.7,19,0.0
2,39,82,3,1,0.7,19,0.0
2,39,83,3,1,0.7,19,0.0
2,39,84,3,1,0.7,19,0.0
2,39,85,3,1,0.7,19,0.0
2,39,86,3,1,0.7,19,0.0
2,39,87,3,1,0.7,19,0.0
2,39,88,3,1,0.7,19,0.0
2,39,89,3,1,0.7,19,0.0
2,39,90,3,1,0.7,19,0.0
2,39,91,3,1,0.7,19,0.0
2,39,92,3,1,0.7,19,0.0
2,39,93,3,1,0.7,19,0.0
2,39,94,3,1,0.7,19,0.0
2,39,95,3,1,0.7,19,0.0
2,39,96,3,1,0.7,19,0.0
2,39,97,3,1,0.7,19,0.0
2,39,98,3,1,0.7,19,0.0
2,39,99,3,1,0.7,19,0.0
2,39,100,3,1,0.7,19,0.0
2,40,1,2,2,0.56,18,14.0
2,40,2,2,2,0.56,18,0.0
2,40,3,2,2,0.56,18,0.0
2,40,4,2,2,0.56,18,0.0
2,40,5,2,2,0.56,18,0.0
2,40,6,2,2,0.56,18,0.0
2,40,7,2,2,0.56,18,0.0
2,40,8,2,2,0.56,18,0.0
2,40,9,2,2,0.56,18,0.0
2,40,10,2,2,0.56,18,0.0
2,40,11,2,2,0.56,18,0.0
2,40,12,2,2,0.56,18,0.0
2,40,13,2,2,0.56,18,0.0
2,40,14,2,2,0.56,18,0.0
2,40,15,2,2,0.56,18,0.0
2,40,16,2,2,0.56,18,0.0
2,40,17,2,2,0.56,18,0.0
2,40,18,2,2,0.56,18,0.0
2,40,19,2,2,0.56,18,0.0
2,40,20,2,2,0.56,18,0.0
2,40,21,2,2,0.56,18,0.0
2,40,22,2,2,0.56,18,0.0
2,40,23,2,2,0.56,18,0.0
2,40,24,2,2,0.56,18,0.0
2,40,25,2,2,0.56,18,0.0
2,40,26,2,2,0.56,18,0.0
2,40,27,2,2,0.56,18,0.0
2,40,28,2,2,0.56,18,0.0
2,40,29,2,2,0.56,18,0.0
2,40,30,2,2,0.56,18,0.0
